"Energy with dietary fibre, equated 
(kJ)","Protein 
(g)","Ash 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),"Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Zinc (Zn) 
(mg)","Retinol (preformed vitamin A) 
(ug)","Beta-carotene 
(ug)","Thiamin (B1) 
(mg)","Niacin (B3) 
(mg)","Pyridoxine (B6) 
(mg)","Cobalamin (B12) 
(ug)","Folate, natural 
(ug)","Total folates 
(ug)","Vitamin C 
(mg)","Cholecalciferol (D3) 
(ug)","Ergocalciferol (D2) 
(ug)","25-hydroxy cholecalciferol (25-OH D3) 
(ug)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),"Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1,0.7,0.01,0,0,0,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,2,1,19,0.0,0.05,0,0,0.007,0.03,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0
1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,2,17,0.0,0.01,0,0,0.0,0.0,0.0,0.0,4,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0
6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,11,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.0,5,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1626,7.0,1.2,0.9,0.0,0.7,78.1,78.8,7,18.0,0.41,19,88,94,5.5,1.4,0,0,0.03,1.2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.7,0.91,0.81,1.05,0.09,0.0,30.55,0,0
1646,7.1,1.7,1.5,0.0,0.2,73.9,74.1,19,10.6,0.52,23,101,129,4.2,1.38,0,34,0.03,1.2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.7,0.91,0.98,1.57,0.16,0.0,28.48,0,0
1500,9.6,2.6,1.6,0.0,1.7,73.5,75.3,21,70.0,1.1,46,140,220,6.2,1.4,0,0,0.02,1.9,0.04,0.0,29,29,0,0.0,0,0.0,0.0,0.0,0.0,0.39,0.33,0.02,9.21,5.22,0,0
1651,6.6,1.6,2.0,0.0,4.9,65.9,73.8,23,13.0,0.68,21,90,180,3.4,1.3,0,88,0.02,0.0,0.0,0.0,33,33,0,0.0,0,0.0,0.0,0.2,0.26,1.6,2.42,0.09,0.0,35.15,0,0
2086,12.0,2.7,2.9,0.0,3.2,53.2,56.4,93,0.0,1.26,34,236,180,15.4,1.01,16,74,0.24,0.66,0.06,0.1,88,88,5,0.0,0,0.0,0.0,5.2,5.34,11.2,2.49,0.06,0.0,108.01,0,10
2098,9.6,2.7,2.0,0.0,5.2,54.5,59.7,56,9.3,1.37,34,208,195,13.7,0.86,0,4,0.17,0.68,0.05,0.1,60,60,4,0.0,0,0.0,0.0,4.6,4.9,9.84,2.65,0.08,0.0,93.74,0,8
2058,8.1,2.3,3.4,0.0,6.7,59.6,66.3,41,15.9,1.12,24,198,156,17.4,0.81,0,0,0.175,0.4,0.04,0.0,29,29,6,0.0,0,0.0,0.0,4.0,4.13,9.08,2.45,0.1,0.0,157.6,0,1
1563,12.3,1.6,3.3,0.0,3.6,62.5,66.1,44,7.2,1.3,41,140,200,26.0,1.1,37,20,0.23,1.4,0.0,0.0,28,28,0,0.0,0,0.0,0.0,0.0,0.0,3.4,0.12,0.02,0.0,110.21,0,10
1785,9.2,2.8,3.6,0.0,1.2,61.9,63.1,152,3.0,2.97,33,120,170,13.4,0.91,4,0,0.2,1.7,0.0,0.0,16,16,0,0.0,0,0.0,0.0,1.8,1.88,3.8,2.34,0.22,0.0,74.46,0,16
1650,10.4,2.1,3.7,0.0,2.0,67.4,69.4,46,3.3,1.5,35,120,170,12.2,0.77,0,9,0.2,1.4,0.0,0.0,14,14,0,0.0,0,0.0,0.0,0.8,0.8,3.12,1.2,0.04,0.0,41.04,0,0
2067,11.5,1.5,3.0,0.0,3.6,60.0,63.6,35,4.0,1.75,30,155,166,12.1,0.84,14,30,0.15,2.1,0.07,0.0,13,13,0,0.0,0,0.0,0.0,1.5,1.5,9.68,2.46,0.08,0.0,275.31,0,7
1567,10.6,2.4,9.9,0.0,2.0,57.1,59.1,33,4.3,2.3,94,250,350,8.6,1.6,0,0,0.15,4.6,0.0,0.0,41,41,0,0.0,0,0.0,0.0,1.5,1.55,0.7,1.51,0.17,0.0,54.01,0,0
1611,14.0,1.4,7.6,0.0,1.5,67.6,69.1,47,1.0,3.2,81,256,326,7.8,1.6,0,12,0.41,4.7,0.18,0.0,29,29,0,0.0,0,0.0,0.0,0.3,0.33,0.72,1.22,0.1,0.0,12.15,0,0
1547,9.8,1.4,5.9,0.0,0.4,71.1,71.5,3,8.1,1.3,79,180,180,6.2,1.5,0,0,0.02,1.4,0.0,0.0,14,14,0,0.0,0,0.0,0.0,0.1,0.22,0.42,1.74,0.03,0.0,11.4,0,0
1356,8.8,2.0,16.5,0.0,2.8,57.8,60.6,38,5.5,2.4,84,280,450,4.1,1.8,0,0,0.28,0.0,0.0,0.0,30,30,0,0.0,0,0.0,0.0,0.2,0.2,0.17,0.54,0.07,0.0,2.81,0,0
1603,8.8,1.6,3.5,0.0,0.8,75.5,76.3,9,13.0,1.3,130,340,270,6.4,1.8,0,0,0.11,6.6,0.0,0.2,9,9,0,0.0,0,0.0,0.0,0.6,0.6,0.6,1.23,0.04,0.0,5.95,0,0
2395,20.1,4.0,14.6,0.0,1.4,4.6,6.0,110,15.0,5.9,350,680,610,22.0,5.0,0,0,0.19,4.4,0.04,0.0,137,137,0,0.0,0,0.0,0.0,6.2,6.91,5.78,21.95,2.23,0.0,47.42,0,0
1812,6.4,1.2,2.1,0.0,24.7,44.7,69.4,30,13.1,1.28,22,88,149,9.4,0.54,30,0,0.107,0.2,0.03,0.1,21,21,6,0.0,0,0.0,0.0,3.0,3.15,6.84,1.48,0.1,0.0,235.94,0,5
1970,4.6,0.9,3.1,0.0,41.2,22.1,63.3,15,12.9,0.87,29,81,131,4.7,0.62,94,17,0.083,0.66,0.05,0.0,5,5,0,0.2,0,0.0,0.2,0.5,0.47,15.74,0.8,0.11,0.0,371.81,0,31
1701,7.5,1.4,5.3,0.0,20.1,37.2,57.3,30,8.3,1.7,54,180,190,4.4,1.1,0,0,0.2,1.2,0.0,0.1,53,55,0,0.0,0,0.0,0.0,4.5,4.63,1.39,2.82,0.4,0.0,14.82,0,0
2110,6.2,1.0,2.3,0.0,20.4,40.4,60.8,33,6.5,0.77,19,78,110,8.8,0.45,160,96,0.1,0.0,0.0,0.0,5,5,0,0.1,0,0.0,0.1,1.1,1.1,16.06,1.36,0.3,6.24,751.76,0,63
1979,5.8,1.2,3.0,0.0,35.8,26.1,61.9,46,8.6,2.7,41,110,220,6.2,0.7,20,0,0.04,0.0,0.0,0.2,0,0,2,0.0,0,0.0,0.0,1.4,1.47,12.79,1.72,0.13,0.0,228.59,8,8
1843,5.6,1.3,1.8,0.0,45.5,16.3,61.8,82,8.0,1.5,38,130,290,1.7,0.61,35,15,0.07,0.0,0.0,0.1,15,15,0,0.0,0,0.0,0.0,0.6,0.86,11.44,1.24,0.07,0.0,168.44,9,11
2188,6.3,1.2,0.6,0.0,42.0,18.6,60.6,135,0.0,1.75,28,144,234,11.1,0.85,18,17,0.05,0.7,0.04,0.0,14,14,0,0.0,0,0.0,0.0,3.9,3.9,15.39,2.12,0.08,0.0,276.76,8,14
2080,5.4,1.2,2.2,0.0,44.7,18.4,63.1,90,4.3,1.7,34,120,240,5.1,0.62,21,0,0.07,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,1.65,14.38,1.66,0.09,0.0,236.55,7,10
1974,4.0,0.4,1.8,0.0,33.5,30.6,64.1,27,0.0,0.9,14,66,85,11.1,0.45,0,14,0.02,1.6,0.04,0.1,28,28,0,0.0,0,0.0,0.0,3.9,3.9,11.24,1.94,0.08,0.0,277.88,0,24
1728,7.8,1.1,5.6,0.0,21.6,45.4,67.0,30,6.8,2.1,46,174,167,11.1,1.15,9,9,0.12,3.2,0.04,0.1,28,28,0,0.0,0,0.0,0.0,3.9,3.9,1.28,1.8,0.63,88.92,130.04,0,18
1474,7.9,0.7,3.2,0.0,0.3,72.0,72.3,26,5.0,2.2,26,139,137,11.0,0.5,0,6,0.02,2.1,0.07,0.0,5,5,0,0.0,0,0.0,0.0,0.6,0.59,0.41,0.74,0.16,0.0,13.56,0,0
1598,14.0,2.6,4.7,0.0,4.6,63.8,68.5,124,86.2,2.0,43,142,193,15.8,1.2,0,0,0.768,3.92,0.11,0.1,13,274,0,0.0,0,0.0,0.0,0.5,0.49,0.5,1.23,0.24,0.0,39.44,0,0
1044,9.3,1.8,3.0,0.0,3.4,41.2,44.6,107,48.0,1.26,29,100,137,11.0,0.82,0,0,0.391,2.57,0.06,0.0,11,239,0,0.0,0,0.0,0.0,1.0,1.02,0.47,1.05,0.14,0.0,15.74,0,0
1266,7.8,2.2,3.0,0.0,5.3,41.6,46.9,39,45.0,0.95,24,210,150,11.0,0.46,0,0,0.606,0.0,0.0,0.0,8,162,0,0.0,0,0.0,0.0,0.3,0.3,3.71,1.14,0.04,0.0,44.86,0,0
961,8.8,1.6,3.1,0.0,1.2,41.7,42.9,21,59.0,1.1,31,80,130,16.0,0.65,0,0,0.71,1.3,0.08,0.0,8,186,0,0.0,0,0.0,0.0,0.0,0.0,0.45,0.31,0.01,0.0,6.23,0,0
1144,10.4,1.9,3.7,0.0,1.4,49.6,51.1,25,66.7,1.31,37,95,155,19.0,0.77,0,0,0.676,1.55,0.1,0.0,8,188,0,0.0,0,0.0,0.0,0.0,0.0,0.54,0.37,0.01,0.0,7.42,0,0
993,10.4,2.0,6.9,0.0,3.2,36.0,39.2,133,61.9,1.97,63,156,212,12.3,1.24,0,0,0.553,3.43,0.08,0.0,18,194,0,0.0,0,0.0,0.0,0.2,0.2,0.39,0.87,0.12,0.0,14.03,0,0
1224,8.0,2.1,2.6,0.0,6.0,41.8,47.8,120,55.0,1.1,28,240,160,8.8,0.62,6,0,0.47,1.1,0.0,0.3,57,140,0,0.0,0,0.0,0.0,0.7,0.79,1.35,1.96,0.36,0.0,26.04,0,4
1109,8.6,1.4,2.7,0.0,3.7,44.8,48.5,70,38.0,0.94,28,98,140,9.8,0.69,0,0,0.76,1.1,0.03,0.3,20,140,0,0.0,0,0.0,0.0,0.2,0.23,0.52,0.8,0.15,0.0,5.87,0,0
1263,7.3,2.4,2.0,0.0,4.3,42.0,46.3,37,46.4,0.75,22,220,110,13.0,0.44,0,0,0.492,0.0,0.0,0.0,8,78,0,0.0,0,0.0,0.0,0.3,0.3,3.97,1.26,0.08,0.0,0.0,0,0
1084,7.5,2.3,3.3,0.0,2.9,40.0,42.9,53,27.0,0.78,25,330,150,9.7,0.66,24,29,0.25,1.2,0.0,0.0,72,72,0,0.0,0,0.0,0.0,0.4,0.57,3.27,0.33,0.04,0.0,73.42,0,21
1102,9.5,1.8,3.7,0.0,3.1,46.0,49.1,50,50.2,1.2,30,190,150,7.4,0.54,0,0,0.545,1.7,0.04,0.0,10,194,0,0.0,0,0.0,0.0,0.1,0.2,0.62,0.42,0.07,0.0,20.22,0,0
1074,8.6,2.0,6.4,0.0,3.1,44.2,47.2,45,50.2,2.7,55,160,200,10.0,1.2,0,0,0.55,2.3,0.19,0.1,70,188,0,0.0,0,0.0,0.0,0.1,0.08,0.46,0.76,0.07,0.0,14.76,0,0
1050,9.5,1.8,3.2,0.0,3.1,43.1,46.2,84,61.3,1.35,29,96,130,10.7,0.81,0,0,0.648,2.64,0.08,0.0,10,218,0,0.0,0,0.0,0.0,0.2,0.24,0.28,0.67,0.08,0.0,15.82,0,0
1241,10.8,2.1,4.3,0.0,3.7,50.6,54.3,150,50.5,1.38,40,99,166,13.3,0.96,0,0,0.796,0.58,0.0,0.0,20,200,0,0.0,0,0.0,0.0,0.0,0.0,0.35,1.0,0.14,0.0,27.41,0,0
1001,9.7,1.8,2.9,0.0,2.7,41.1,43.8,228,62.7,1.15,27,159,110,10.1,1.07,0,0,0.634,2.47,0.08,0.0,13,218,0,0.0,0,0.0,0.0,0.3,0.32,0.26,0.59,0.07,0.0,17.3,0,0
1164,11.2,2.1,3.4,0.0,3.1,47.8,50.9,265,69.2,1.34,32,185,128,11.7,1.24,0,0,0.59,2.87,0.09,0.1,13,215,0,0.0,0,0.0,0.0,0.3,0.36,0.3,0.69,0.08,0.0,20.11,0,0
1032,9.7,1.8,6.4,0.0,2.5,41.1,43.6,56,62.7,1.44,27,98,111,7.0,0.8,0,0,0.638,1.5,0.1,0.1,12,216,0,0.0,0,0.0,0.0,0.4,0.48,0.26,0.6,0.05,0.0,22.7,0,0
1229,11.5,2.1,7.7,0.0,3.0,48.9,51.9,67,70.9,1.72,32,117,132,8.3,0.96,0,0,0.608,1.78,0.12,0.1,12,219,0,0.0,0,0.0,0.0,0.5,0.54,0.31,0.72,0.06,0.0,27.02,0,0
1001,9.7,1.8,2.9,0.0,2.7,41.1,43.8,68,62.7,7.08,41,131,135,7.0,0.8,0,0,0.634,2.47,0.08,0.0,13,218,0,0.0,0,0.0,0.0,0.3,0.32,0.26,0.59,0.07,0.0,17.3,0,0
1164,11.2,2.0,3.4,0.0,3.1,47.8,50.9,79,69.2,8.23,48,152,158,8.1,0.94,0,0,0.59,2.87,0.09,0.1,13,215,0,0.0,0,0.0,0.0,0.3,0.36,0.3,0.69,0.08,0.0,20.11,0,0
1054,9.1,1.8,3.1,0.0,2.4,44.2,46.6,56,63.0,1.44,27,98,111,7.0,0.8,0,0,0.631,1.5,0.1,0.1,11,209,0,0.0,0,0.0,0.0,0.4,0.48,0.5,0.6,0.08,9.78,17.31,0,0
1226,10.6,2.1,3.6,0.0,2.8,51.4,54.2,65,69.6,1.68,31,114,129,8.1,0.94,0,0,0.587,1.74,0.12,0.1,11,207,0,0.0,0,0.0,0.0,0.5,0.52,0.58,0.69,0.1,11.38,20.13,0,0
1052,8.3,1.7,6.5,0.0,3.8,41.9,45.7,150,60.0,4.8,33,100,140,21.0,0.88,0,0,0.89,1.8,0.05,0.0,10,230,0,0.0,0,0.0,0.0,0.1,0.12,0.35,0.74,0.12,0.0,22.52,0,0
1238,9.8,2.0,7.6,0.0,4.5,49.3,53.8,176,67.0,5.65,39,118,165,24.7,1.04,0,0,0.838,2.12,0.06,0.0,10,230,0,0.0,0,0.0,0.0,0.1,0.13,0.41,0.87,0.14,0.0,26.49,0,0
1070,9.0,1.6,3.9,0.0,2.0,44.8,46.8,16,68.0,0.84,24,98,98,7.0,0.77,0,0,0.32,1.0,0.02,0.0,35,120,0,0.0,0,0.0,0.0,0.2,0.35,0.44,0.57,0.04,0.0,23.14,0,0
1274,10.7,1.9,4.6,0.0,2.4,53.3,55.7,19,76.9,1.0,28,117,117,8.3,0.92,0,0,0.305,1.19,0.02,0.0,35,121,0,0.0,0,0.0,0.0,0.2,0.4,0.53,0.68,0.05,0.0,27.55,0,0
1214,10.8,2.1,3.5,0.0,4.0,47.9,51.9,125,53.0,1.47,34,117,159,12.8,0.96,0,0,0.364,2.99,0.07,0.0,11,237,0,0.0,0,0.0,0.0,1.1,1.12,0.55,1.22,0.17,0.0,18.31,0,0
1173,12.4,2.2,2.4,0.0,2.8,33.0,35.8,238,43.2,1.04,29,176,124,11.9,1.35,37,21,0.314,2.28,0.05,0.2,13,196,0,0.0,0,0.0,0.02,0.9,0.9,4.92,0.96,0.17,2.38,264.2,0,20
1174,16.6,3.2,1.8,0.0,2.3,24.7,27.0,218,34.7,0.91,29,256,187,15.3,1.61,37,21,0.454,3.47,0.15,0.4,11,148,0,0.0,0,0.0,0.02,0.7,0.72,5.88,1.01,0.16,2.38,278.76,0,32
1168,12.2,2.4,8.1,0.0,3.7,42.4,46.1,157,69.2,2.32,74,184,249,14.4,1.46,0,0,0.52,4.03,0.1,0.1,18,194,0,0.0,0,0.0,0.0,0.2,0.22,0.46,1.03,0.14,0.0,16.51,0,0
1077,11.0,2.0,7.9,0.0,2.9,36.0,38.9,126,55.4,2.2,80,179,240,12.2,1.46,0,0,0.527,3.49,0.1,0.0,20,176,0,0.0,0,0.0,0.0,0.9,0.98,0.57,1.61,0.57,0.0,12.45,0,0
1267,13.0,2.4,9.3,0.0,3.4,42.3,45.8,149,61.9,2.59,94,210,282,14.4,1.72,0,0,0.496,4.11,0.12,0.0,20,176,0,0.0,0,0.0,0.0,1.0,1.09,0.67,1.89,0.68,0.0,14.65,0,0
1095,10.1,2.2,5.8,0.0,3.0,42.2,45.2,90,61.9,2.5,54,160,190,12.0,1.1,0,0,0.62,2.45,0.14,0.1,63,181,0,0.0,0,0.0,0.0,0.8,0.96,0.53,1.24,0.14,0.0,21.6,0,0
1288,11.9,2.6,6.9,0.0,3.5,49.6,53.1,106,69.2,2.94,64,188,224,14.1,1.29,0,0,0.584,2.88,0.17,0.2,63,181,0,0.0,0,0.0,0.0,1.0,1.07,0.62,1.46,0.16,0.0,25.41,0,0
1034,11.6,1.8,5.6,0.0,1.3,39.0,40.3,48,38.3,1.8,52,160,180,9.8,1.2,0,0,0.157,2.2,0.09,0.0,18,57,0,0.0,0,0.0,0.0,2.8,2.85,0.57,1.59,0.31,0.0,20.76,0,0
1216,13.7,2.1,6.6,0.0,1.5,45.9,47.4,56,42.8,2.12,61,188,212,11.5,1.41,0,0,0.148,2.59,0.1,0.0,18,57,0,0.0,0,0.0,0.0,3.1,3.18,0.67,1.87,0.37,0.0,24.43,0,0
1078,10.7,2.1,5.8,0.0,2.5,37.3,39.8,155,60.3,1.73,60,134,217,11.6,1.17,0,0,0.458,2.11,0.12,0.1,14,169,0,0.0,0,0.0,0.0,0.5,0.62,0.58,1.49,0.76,0.0,16.32,0,0
1268,12.6,2.5,6.9,0.0,3.0,43.8,46.8,182,67.4,2.04,71,158,255,13.6,1.37,0,0,0.431,2.48,0.14,0.2,14,169,0,0.0,0,0.0,0.0,0.6,0.7,0.68,1.76,0.9,0.0,19.2,0,0
1149,10.5,1.9,5.7,0.0,2.8,41.8,44.7,81,51.8,1.91,63,153,199,11.0,1.28,0,0,0.598,3.19,0.1,0.0,16,187,0,0.0,0,0.0,0.0,1.3,1.37,0.52,1.72,0.53,0.0,13.3,0,0
1352,12.3,2.2,6.7,0.0,3.3,49.2,52.6,96,57.9,2.24,74,180,234,13.0,1.5,0,0,0.563,3.76,0.12,0.0,16,187,0,0.0,0,0.0,0.0,1.5,1.53,0.61,2.02,0.62,0.0,15.65,0,0
1046,12.2,2.2,5.6,0.0,2.3,38.0,40.3,160,62.6,4.7,80,240,290,16.0,1.7,0,1,0.37,5.9,0.2,0.1,46,206,0,0.0,0,0.0,0.0,1.2,1.67,0.45,1.12,0.16,0.0,18.9,0,0
1230,14.4,2.6,6.6,0.0,2.7,44.7,47.4,188,70.0,5.53,94,282,341,18.8,2.0,0,1,0.348,6.94,0.24,0.1,46,206,0,0.0,0,0.0,0.0,1.3,1.86,0.53,1.32,0.19,0.0,22.24,0,0
1035,7.8,1.8,3.6,0.0,2.2,43.3,45.5,50,60.0,0.8,26,94,110,8.7,0.74,0,0,0.41,1.0,0.02,0.0,30,150,0,0.0,0,0.0,0.0,0.3,0.44,0.36,0.81,0.08,0.0,49.84,0,0
1233,9.2,2.1,4.3,0.0,2.6,51.5,54.2,60,67.8,0.95,31,112,131,10.4,0.88,0,0,0.39,1.19,0.02,0.0,30,152,0,0.0,0,0.0,0.0,0.3,0.5,0.43,0.97,0.1,0.0,59.33,0,0
1112,8.8,1.9,3.6,0.0,18.1,29.2,47.3,110,31.1,1.5,29,89,320,11.0,0.7,0,0,0.435,1.2,0.0,0.0,27,126,0,0.0,0,0.0,0.0,0.4,0.4,0.75,1.03,0.19,0.0,9.88,0,0
1236,9.8,2.1,4.0,0.0,20.1,32.4,52.6,122,32.8,1.67,32,99,356,12.2,0.78,0,0,0.387,1.33,0.0,0.1,26,119,0,0.0,0,0.0,0.0,0.4,0.42,0.83,1.14,0.21,0.0,10.98,0,0
1442,8.0,1.9,3.0,0.0,3.4,39.4,42.8,66,53.0,0.9,28,82,130,10.0,0.66,19,88,0.61,0.93,0.03,0.3,10,110,0,0.0,0,0.0,0.02,1.5,1.58,7.13,1.59,0.28,0.0,170.15,0,16
1282,8.8,1.9,3.6,0.0,3.2,37.3,40.5,99,41.7,1.22,28,93,152,10.8,0.79,52,10,0.284,2.22,0.11,0.0,8,151,0,0.1,0,0.0,0.11,1.0,1.05,6.39,1.12,0.19,0.0,221.31,0,18
888,5.5,2.0,3.9,0.0,2.6,34.0,36.6,50,125.3,1.0,23,140,190,3.1,0.53,0,0,0.356,1.0,0.08,0.2,28,49,0,0.0,0,0.0,0.0,2.4,2.48,0.51,1.07,0.2,0.0,38.18,0,0
1057,6.5,2.4,4.6,0.0,3.1,40.5,43.6,60,141.7,1.19,27,167,226,3.7,0.63,0,0,0.339,1.19,0.1,0.2,28,50,0,0.0,0,0.0,0.0,2.7,2.8,0.61,1.28,0.24,0.0,45.45,0,0
980,9.2,1.9,5.2,0.0,2.0,40.7,42.7,32,58.0,1.1,32,120,130,11.0,0.97,0,0,0.21,0.0,0.02,0.0,24,120,0,0.0,0,0.0,0.0,0.1,0.18,0.31,0.78,0.07,0.0,4.32,0,0
1153,10.8,2.2,6.1,0.0,2.4,47.9,50.2,38,64.8,1.29,38,141,153,12.9,1.14,0,0,0.198,0.0,0.02,0.0,24,120,0,0.0,0,0.0,0.0,0.1,0.2,0.36,0.92,0.08,0.0,5.08,0,0
1202,7.6,1.2,3.4,0.0,16.9,32.5,49.4,45,50.1,2.36,30,122,183,9.0,0.79,0,0,0.689,1.28,0.08,0.0,11,175,0,0.0,0,0.0,0.0,0.3,0.31,1.67,1.17,0.2,0.0,61.74,0,2
1205,6.4,1.2,1.9,0.0,18.0,33.3,51.5,18,34.3,0.81,23,81,176,6.0,0.62,7,2,0.222,0.76,0.05,0.0,27,56,0,0.0,0,0.0,0.02,0.6,0.58,1.22,1.13,0.42,0.0,82.56,0,2
1108,7.2,1.6,4.1,0.0,21.0,29.2,50.2,60,32.1,1.4,29,100,310,8.6,0.65,0,0,0.415,1.1,0.02,0.0,16,104,0,0.0,0,0.0,0.0,0.5,0.5,0.6,0.73,0.16,0.0,68.45,0,0
860,5.6,2.1,2.5,0.0,1.9,39.8,41.6,92,70.9,1.0,19,174,88,0.0,0.36,0,0,0.509,1.0,0.05,0.1,13,136,0,0.0,0,0.0,0.0,0.1,0.07,0.16,0.42,0.02,0.0,7.83,0,0
938,10.1,1.8,3.2,0.0,1.7,37.0,38.7,170,55.2,1.1,24,130,130,7.2,0.78,0,0,0.521,2.3,0.04,0.0,21,195,0,0.0,0,0.0,0.0,0.0,0.01,0.34,0.54,0.1,0.0,20.56,0,0
1019,11.0,2.0,3.4,0.0,1.8,40.2,42.1,185,57.0,1.2,26,141,141,7.8,0.85,0,0,0.453,2.5,0.04,0.0,20,180,0,0.0,0,0.0,0.0,0.0,0.01,0.38,0.59,0.1,0.0,22.35,0,0
1050,9.8,1.9,3.6,0.0,11.2,34.8,46.1,169,49.0,1.27,27,132,225,6.8,0.78,0,2,0.405,2.18,0.06,0.0,18,155,0,0.0,0,0.0,0.0,0.0,0.04,0.34,0.53,0.09,0.0,20.22,0,0
321,3.1,0.9,0.8,0.0,7.0,0.0,12.4,148,6.4,0.38,8,131,152,1.0,0.21,60,0,0.104,1.22,0.14,0.6,10,70,0,0.0,0,0.0,0.0,2.2,2.23,0.2,0.87,0.02,0.0,5.74,0,0
1553,7.3,1.0,4.0,0.0,7.7,67.9,75.6,3,0.0,0.99,34,130,140,5.7,0.7,0,0,0.05,1.3,0.03,0.0,6,6,0,0.0,0,0.0,0.0,0.1,0.12,0.39,1.42,0.04,0.0,10.44,0,0
1565,8.6,2.0,3.2,0.0,4.2,76.0,80.2,2,0.0,8.6,13,53,100,2.0,5.1,0,58,1.2,9.0,0.04,0.0,18,353,16,0.0,0,0.0,0.0,0.2,0.2,0.1,0.31,0.01,0.0,2.7,0,0
1669,18.2,3.9,2.7,0.0,13.2,57.3,70.5,936,0.0,13.8,40,126,116,13.0,3.28,0,0,1.37,10.02,1.06,0.0,12,922,11,0.0,0,0.0,0.0,0.0,0.04,0.72,1.78,0.09,0.0,0.0,0,0
1472,9.1,1.4,8.2,0.0,25.3,46.3,71.6,31,25.6,8.6,81,200,388,12.4,1.52,0,0,1.309,6.54,0.02,0.0,48,640,6,0.0,0,0.0,0.0,0.6,0.8,0.29,0.52,0.02,0.0,0.97,0,0
1551,23.3,2.8,2.5,0.0,28.0,34.8,62.8,284,8.1,11.19,41,122,137,18.7,1.52,0,0,2.8,13.1,1.3,0.0,80,220,11,0.0,0,0.0,0.0,0.3,0.4,0.37,1.01,0.04,0.0,1.96,0,0
1488,8.4,1.6,12.5,0.0,11.9,53.1,65.0,27,15.0,2.6,81,240,270,14.0,1.8,0,0,0.09,3.1,0.0,0.0,37,37,0,0.0,0,0.0,0.0,0.3,0.45,0.65,1.7,0.12,0.0,10.21,0,0
1608,8.5,1.4,2.8,0.0,0.6,77.0,77.6,6,3.7,0.63,80,260,200,7.5,1.5,0,0,0.11,4.5,0.0,0.0,15,15,0,0.0,0,0.0,0.0,0.0,0.0,0.52,0.9,0.03,0.0,0.0,0,0
1559,6.8,2.2,2.1,0.0,6.2,75.0,81.2,6,3.7,15.5,25,98,101,13.8,7.8,0,0,1.4,11.26,0.0,0.0,70,250,33,0.0,0,0.0,0.0,0.0,0.0,0.2,0.37,0.01,0.0,0.94,0,0
1615,5.3,2.7,2.6,0.0,30.4,52.8,83.2,388,0.0,13.8,36,94,208,1.1,7.8,0,0,1.272,10.4,0.0,0.0,28,1084,55,0.0,0,0.0,0.0,0.0,0.0,1.14,0.42,0.01,0.0,0.0,4,0
1391,9.8,3.0,14.8,0.0,24.5,38.8,63.3,56,8.6,13.53,120,300,757,12.1,4.78,0,0,1.256,5.7,0.9,0.0,25,360,9,0.0,0,0.0,0.0,1.0,1.37,0.26,0.64,0.05,0.0,12.28,0,0
